informant,project,sex,age,ethnicity,education,occupation,latitude,longitude,attic
MS615,LAGS,Female,79,White,At least some college or beyond,Teacher,31.5594,-91.3981,attic 
MS616,LAGS,Male,75,White,At least some high school,Farmer,30.5396,-88.6877,attic 
MS617,LAGS,Male,51,White,At least some high school,Craftsman or foreman,30.3659,-88.5566,attic 
MS618,LAGS,Male,83,White,At least some high school,"Manager, official or proprietor",30.3969,-88.5381,attic 
MS619,LAGS,Male,85,White,Between 1 and 8 years,Fisher,30.3951,-88.9728,attic 
MS620,LAGS,Male,87,Black or African American,Between 1 and 8 years,Operative,30.3925,-88.975,attic 
MS621,LAGS,Male,53,White,At least some high school,Public servant,30.3915,-88.9727,attic 
MS622,LAGS,Female,17,Black or African American,At least some high school,Unknown,30.3804,-89.093,attic 
MS622,LAGS,Female,17,Black or African American,At least some high school,Unknown,30.3804,-89.093,loft 
MS623,LAGS,Female,66,White,At least some high school,Keeping house,30.6357,-89.135,attic 
MS623,LAGS,Female,66,White,At least some high school,Keeping house,30.6357,-89.135,loft 
MS624,LAGS,Female,33,Black or African American,At least some college or beyond,Professional & technical,30.8358,-89.2623,attic 
MS625,LAGS,Male,84,White,At least some high school,Clerical or sales position,30.4117,-89.4346,attic 
MS626,LAGS,Male,70,White,At least some high school,Laborer,30.4091,-89.4354,attic 
MS626,LAGS,Male,70,White,At least some high school,Laborer,30.4091,-89.4354,dormer room 
MS627,LAGS,Male,79,Black or African American,Between 1 and 8 years,Farmer,30.6222,-89.6531,attic 
MS628,LAGS,Female,73,White,Between 1 and 8 years,Keeping house,30.6182,-89.6548,attic 
MS629,LAGS,Male,27,White,At least some college or beyond,Public servant,30.5259,-89.6799,attic 
LA630,LAGS,Male,67,White,Between 1 and 8 years,Craftsman or foreman,30.2764,-89.7816,loft 
LA631,LAGS,Male,62,White,At least some college or beyond,"Manager, official or proprietor",30.2752,-89.7842,NR
LA632,LAGS,Male,79,White,At least some high school,"Manager, official or proprietor",30.7906,-89.8648,NR
LA633,LAGS,Male,60,White,At least some high school,Craftsman or foreman,30.7909,-89.8603,attic 
LA634,LAGS,Female,78,White,Between 1 and 8 years,Farmer,30.9368,-90.5089,attic 
LA634,LAGS,Female,78,White,Between 1 and 8 years,Farmer,30.9368,-90.5089,loft 
LA635,LAGS,Male,59,White,At least some high school,Farmer,30.9783,-90.439,attic 
LA636,LAGS,Male,84,White,Between 1 and 8 years,Laborer,30.5031,-90.7529,attic 
LA636,LAGS,Male,84,White,Between 1 and 8 years,Laborer,30.5031,-90.7529,loft 
LA637,LAGS,Male,73,Black or African American,NoFormal education,Farmer,30.8657,-91.0178,loft 
LA638,LAGS,Male,72,White,At least some high school,Farmer,30.8751,-91.0149,upstairs 
LA639,LAGS,Male,81,White,Between 1 and 8 years,Farmer,30.6477,-91.1504,loft 
LA640,LAGS,Male,67,Black or African American,Between 1 and 8 years,Laborer,30.6505,-91.1597,loft 
LA641,LAGS,Male,46,Black or African American,At least some high school,Operative,30.6482,-91.1549,loft 
LA642,LAGS,Male,70,White,At least some college or beyond,"Manager, official or proprietor",30.4434,-91.1873,NR
LA643,LAGS,Female,39,White,At least some college or beyond,Operative,30.6485,-91.157,attic 
LA644,LAGS,Male,47,White,At least some college or beyond,Operative,30.4395,-91.1873,attic 
LA644,LAGS,Male,47,White,At least some college or beyond,Operative,30.4395,-91.1873,loft 
LA644,LAGS,Male,47,White,At least some college or beyond,Operative,30.4395,-91.1873,loft room 
LA645,LAGS,Female,23,White,At least some college or beyond,Teacher,30.4412,-91.1864,attic 
LA646,LAGS,Male,75,White,Between 1 and 8 years,Farmer,30.78,-91.3763,NR
LA647,LAGS,Female,77,Black or African American,NoFormal education,Laborer,29.3451,-89.421,attic 
LA647,LAGS,Female,77,Black or African American,NoFormal education,Laborer,29.3451,-89.421,loft 
LA648,LAGS,Female,46,White,Between 1 and 8 years,Keeping house,29.3444,-89.4214,attic 
LA648,LAGS,Female,46,White,Between 1 and 8 years,Keeping house,29.3444,-89.4214,upstairs 
LA649,LAGS,Female,24,White,At least some high school,Keeping house,29.3438,-89.4217,attic 
LA650,LAGS,Female,83,Black or African American,At least some high school,Clerical or sales position,29.9509,-90.0758,attic 
LA651,LAGS,Male,67,White,Between 1 and 8 years,Laborer,29.9547,-90.075,NR
LA652,LAGS,Female,68,White,At least some high school,Keeping house,29.9569,-90.0745,attic 
LA653,LAGS,Female,81,White,At least some college or beyond,Clerical or sales position,29.9556,-90.0771,attic 
LA654,LAGS,Male,22,Black or African American,At least some high school,Service worker,29.957,-90.0799,attic 
LA654,LAGS,Male,22,Black or African American,At least some high school,Service worker,29.957,-90.0799,upstairs 
LA655,LAGS,Female,31,Black or African American,At least some college or beyond,Public servant,29.9605,-90.0684,attic 
LA656,LAGS,Male,18,White,At least some high school,Student,29.9574,-90.0713,NR
LA657,LAGS,Male,33,White,At least some college or beyond,Professional & technical,29.9505,-90.0703,attic 
LA657X,LAGS,Male,86,White,At least some high school,Professional & technical,29.9511,-90.0689,attic 
LA657Y,LAGS,Male,53,White,At least some college or beyond,Unknown,29.9493,-90.0694,attic 
LA657Z,LAGS,Male,58,White,At least some college or beyond,Teacher,29.9483,-90.0647,attic 
LA657Z,LAGS,Male,58,White,At least some college or beyond,Teacher,29.9483,-90.0647,loft 
LA658,LAGS,Female,66,White,Between 1 and 8 years,"Manager, official or proprietor",29.2317,-89.9967,attic 
LA659,LAGS,Male,43,White,At least some high school,Public servant,29.2329,-89.9975,NR
LA660,LAGS,Male,87,Black or African American,Between 1 and 8 years,Operative,29.6471,-90.8197,loft 
LA661,LAGS,Female,65,White,Between 1 and 8 years,Keeping house,29.5747,-90.7262,attic 
LA662,LAGS,Female,35,White,At least some high school,Keeping house,29.7451,-90.8124,attic 
LA663,LAGS,Male,86,White,Between 1 and 8 years,Farmer,29.701,-91.2035,NR
LA664,LAGS,Male,57,White,At least some college or beyond,Farmer,29.8394,-90.9543,NR
LA665,LAGS,Male,82,Black or African American,Between 1 and 8 years,Farmer,30.1031,-90.9863,NR
LA666,LAGS,Male,87,White,Between 1 and 8 years,Farmer,30.1053,-90.9849,loft 
LA667,LAGS,Male,80,Black or African American,Between 1 and 8 years,Farmer,29.981,-91.7528,attic 
LA667,LAGS,Male,80,Black or African American,Between 1 and 8 years,Farmer,29.981,-91.7528,loft 
LA667,LAGS,Male,80,Black or African American,Between 1 and 8 years,Farmer,29.981,-91.7528,upstairs 
LA668,LAGS,Female,69,White,At least some high school,Keeping house,30.0568,-91.7381,attic 
LA668,LAGS,Female,69,White,At least some high school,Keeping house,30.0568,-91.7381,upstairs 
LA669,LAGS,Female,67,White,Between 1 and 8 years,Keeping house,30.1408,-91.5369,attic 
LA670,LAGS,Female,87,White,Between 1 and 8 years,Keeping house,30.4116,-91.4323,NR
LA671,LAGS,Female,38,White,At least some high school,Operative,30.1563,-91.3307,attic 
LA671,LAGS,Female,38,White,At least some high school,Operative,30.1563,-91.3307,loft 
LA672,LAGS,Male,84,Black or African American,NoFormal education,Farmer,30.6659,-91.4797,attic 
LA673,LAGS,Male,68,White,At least some college or beyond,Professional & technical,30.6933,-91.434,attic 
AR674,LAGS,Male,82,White,Between 1 and 8 years,Farmer,36.3856,-90.1936,attic 
AR674,LAGS,Male,82,White,Between 1 and 8 years,Farmer,36.3856,-90.1936,loft 
AR674,LAGS,Male,82,White,Between 1 and 8 years,Farmer,36.3856,-90.1936,open attic 
AR675,LAGS,Female,47,White,At least some high school,Keeping house,36.3826,-90.1916,attic 
AR676,LAGS,Female,67,Black or African American,At least some high school,Keeping house,35.9275,-89.9028,loft 
AR677,LAGS,Female,73,White,Between 1 and 8 years,Clerical or sales position,35.9284,-89.9042,attic 
AR678,LAGS,Male,68,White,Between 1 and 8 years,Public servant,35.7424,-90.5667,attic 
AR679,LAGS,Female,31,White,At least some high school,Clerical or sales position,35.7437,-90.565,attic 
AR680,LAGS,Male,43,White,At least some college or beyond,Clerical or sales position,35.8357,-90.705,attic 
AR681,LAGS,Male,65,White,Between 1 and 8 years,Farmer,35.9418,-91.5484,NR
AR682,LAGS,Female,67,White,Between 1 and 8 years,Keeping house,36.2241,-91.6087,attic 
AR683,LAGS,Male,64,White,Between 1 and 8 years,Farmer,36.0721,-91.6162,NR
AR684,LAGS,Male,62,White,At least some high school,Farmer,36.0733,-91.6144,NR
AR685,LAGS,Female,53,White,At least some college or beyond,Clerical or sales position,36.371,-91.8227,attic 
AR686,LAGS,Male,82,White,Between 1 and 8 years,Farmer,36.0593,-91.9071,attic 
AR687,LAGS,Male,35,White,At least some high school,Laborer,35.9107,-91.8259,NR
AR688,LAGS,Female,77,Black or African American,Between 1 and 8 years,Farmer,34.9968,-90.7816,loft 
AR689,LAGS,Female,82,White,At least some high school,Keeping house,35.0086,-90.7874,loft 
AR690,LAGS,Female,55,Black or African American,At least some high school,Service worker,35.0092,-90.7853,attic 
AR690,LAGS,Female,55,Black or African American,At least some high school,Service worker,35.0092,-90.7853,loft 
AR691,LAGS,Female,49,White,At least some high school,Clerical or sales position,35.0119,-90.7865,attic 
AR691,LAGS,Female,49,White,At least some high school,Clerical or sales position,35.0119,-90.7865,loft 
AR692,LAGS,Female,93,White,At least some high school,"Manager, official or proprietor",35.2509,-91.7452,attic 
AR693,LAGS,Female,48,White,At least some high school,Clerical or sales position,35.2509,-91.7363,attic 
AR694,LAGS,Male,70,White,Between 1 and 8 years,Farmer,34.9759,-91.4964,NR
AR695,LAGS,Female,49,White,At least some high school,Keeping house,34.9775,-91.4953,full attic 
AR696,LAGS,Male,85,White,Between 1 and 8 years,Craftsman or foreman,34.6597,-90.8226,attic 
AR697,LAGS,Female,84,Black or African American,Between 1 and 8 years,Service worker,34.5281,-90.5948,loft 
AR698,LAGS,Male,53,White,At least some high school,Farmer,34.544,-90.6437,NR
AR699,LAGS,Male,69,White,At least some high school,"Manager, official or proprietor",34.5292,-90.5912,attic 
AR700,LAGS,Male,84,White,Between 1 and 8 years,Farmer,34.4984,-91.5527,attic 
AR701,LAGS,Male,72,White,Between 1 and 8 years,Farmer,34.4545,-91.8983,attic 
AR702,LAGS,Male,53,White,At least some college or beyond,"Manager, official or proprietor",34.2238,-92.0034,NR
AR703,LAGS,Female,74,White,At least some high school,Keeping house,34.0302,-92.306,NR
AR704,LAGS,Female,61,Black or African American,Between 1 and 8 years,Clerical or sales position,34.7488,-92.2751,attic 
AR705,LAGS,Male,85,White,Between 1 and 8 years,Clerical or sales position,34.7476,-92.2741,attic 
AR706,LAGS,Female,72,White,At least some high school,Keeping house,34.7468,-92.2755,attic 
AR707,LAGS,Female,17,Black or African American,At least some high school,Student,34.7485,-92.2733,attic 
AR708,LAGS,Female,43,White,At least some college or beyond,Clerical or sales position,34.7468,-92.2755,attic 
AR709,LAGS,Female,17,White,At least some high school,Clerical or sales position,34.7492,-92.2787,attic 
AR710,LAGS,Male,22,Black or African American,At least some college or beyond,Professional & technical,34.7503,-92.2809,attic 
AR711,LAGS,Male,46,White,At least some college or beyond,Operative,34.6685,-92.3848,attic 
AR712,LAGS,Female,23,White,At least some college or beyond,Student,34.7476,-92.2815,attic 
AR713,LAGS,Female,86,White,At least some high school,Farmer,35.2342,-92.3879,loft 
AR714,LAGS,Male,41,White,At least some high school,Unknown,35.236,-92.3949,attic 
AR714,LAGS,Male,41,White,At least some high school,Unknown,35.236,-92.3949,loft 
AR715,LAGS,Female,77,White,At least some high school,Farmer's wife,35.6053,-92.417,NR
AR716,LAGS,Male,84,White,Between 1 and 8 years,Farmer,36.3354,-92.3853,attic 
AR716,LAGS,Male,84,White,Between 1 and 8 years,Farmer,36.3354,-92.3853,loft 
AR716,LAGS,Male,84,White,Between 1 and 8 years,Farmer,36.3354,-92.3853,upstairs 
AR717,LAGS,Female,71,White,Between 1 and 8 years,Craftsman or foreman,35.8459,-92.5825,loft 
AR718,LAGS,Male,49,White,At least some high school,Farmer,35.9132,-92.5969,loft 
AR719,LAGS,Female,55,White,At least some college or beyond,Public servant,35.9069,-92.6311,attic 
AR720,LAGS,Female,80,White,At least some high school,Keeping house,36.1564,-92.9932,attic 
AR720,LAGS,Female,80,White,At least some high school,Keeping house,36.1564,-92.9932,loft 
AR721,LAGS,Male,76,White,At least some high school,Professional & technical,36.3647,-93.5674,attic 
AR722,LAGS,Male,75,White,Between 1 and 8 years,Clerical or sales position,36.4809,-94.4584,attic 
AR723,LAGS,Male,62,White,Between 1 and 8 years,Laborer,35.8027,-94.1345,attic 
AR723,LAGS,Male,62,White,Between 1 and 8 years,Laborer,35.8027,-94.1345,loft 
AR723,LAGS,Male,62,White,Between 1 and 8 years,Laborer,35.8027,-94.1345,upstairs 
AR724,LAGS,Female,33,White,At least some high school,Clerical or sales position,35.9243,-94.1893,attic 
AR724,LAGS,Female,33,White,At least some high school,Clerical or sales position,35.9243,-94.1893,loft 
AR725,LAGS,Male,52,White,At least some college or beyond,Professional & technical,36.0636,-94.158,attic space 
AR726,LAGS,Female,86,White,Between 1 and 8 years,Farmer,35.4979,-94.052,loft 
AR727,LAGS,Male,77,White,At least some high school,Farmer,35.4451,-93.3932,attic 
AR727,LAGS,Male,77,White,At least some high school,Farmer,35.4451,-93.3932,loft 
AR728,LAGS,Male,85,White,At least some high school,Farmer,34.9447,-93.4641,attic 
AR728,LAGS,Male,85,White,At least some high school,Farmer,34.9447,-93.4641,garret 
AR729,LAGS,Male,42,White,At least some college or beyond,Clerical or sales position,35.0562,-93.3938,attic 
AR730,LAGS,Female,73,White,Between 1 and 8 years,Clerical or sales position,35.3822,-94.4184,attic 
AR731,LAGS,Female,57,White,At least some high school,Clerical or sales position,35.3864,-94.4201,attic 
AR732,LAGS,Male,29,White,At least some college or beyond,Clerical or sales position,35.3848,-94.4216,attic 
AR733,LAGS,Male,70,White,Between 1 and 8 years,Farmer,34.7164,-94.1675,NR
AR734,LAGS,Male,68,White,Between 1 and 8 years,Farmer,34.3572,-94.3723,NR
AR735,LAGS,Female,80,White,At least some college or beyond,Professional & technical,34.5854,-94.2387,attic 
AR736,LAGS,Female,56,White,At least some high school,Clerical or sales position,34.5834,-94.2356,attic 
AR737,LAGS,Male,83,White,Between 1 and 8 years,Farm worker,34.5077,-93.053,attic 
AR738,LAGS,Female,51,White,At least some high school,Clerical or sales position,34.5109,-93.0519,attic 
AR739,LAGS,Female,23,White,At least some college or beyond,Student,34.5092,-93.0532,attic 
AR740,LAGS,Female,77,White,Between 1 and 8 years,Keeping house,34.1389,-93.1627,loft 
AR741,LAGS,Female,40,White,At least some college or beyond,Keeping house,34.121,-93.0535,attic 
AR742,LAGS,Male,76,White,Between 1 and 8 years,Craftsman or foreman,34.0368,-94.3391,attic 
AR743,LAGS,Male,66,White,At least some college or beyond,Clerical or sales position,33.9673,-94.1685,attic 
AR744,LAGS,Male,86,White,Between 1 and 8 years,Farmer,33.4289,-94.0422,NR
AR745,LAGS,Male,64,White,At least some high school,"Manager, official or proprietor",33.4289,-94.0422,attic 
AR746,LAGS,Female,60,White,At least some college or beyond,Keeping house,33.3563,-93.5765,attic 
AR746,LAGS,Female,60,White,At least some college or beyond,Keeping house,33.3563,-93.5765,walk-up attic 
AR747,LAGS,Male,75,White,At least some college or beyond,Teacher,33.6259,-93.2403,attic 
AR747,LAGS,Male,75,White,At least some college or beyond,Teacher,33.6259,-93.2403,loft 
AR748,LAGS,Male,84,Black or African American,Between 1 and 8 years,Farmer,33.21,-92.6743,loft 
AR749,LAGS,Female,68,White,At least some high school,Clerical or sales position,33.2119,-92.6655,attic 
AR750,LAGS,Female,62,White,At least some high school,"Manager, official or proprietor",33.1103,-92.3566,attic 
AR751,LAGS,Male,68,White,At least some college or beyond,Professional & technical,33.0155,-92.7248,attic 
