Informant,mantel,Project,Sex,Age,Ethnicity ,Education level,Occupation,Latitude,Longitude
FL276,mantel ,LAGS,Male,73,White,Between 1 and 8 years,Farmer,27.3892,-81.0321
KY3B,mantel,LANCS,Male,45,White,At least some high school,Craftsman or foreman,37.9001,-86.755
FL277,mantel ,LAGS,Female,76,White,At least some high school,Keeping house,26.7143,-80.0527
FL277,mantelpiece ,LAGS,Female,76,White,At least some high school,Keeping house,26.7143,-80.0527
KY4,mantelpiece,LANCS,Male,74,White,Unknown,Unknown,37.999,-86.1694
KY5A,mantelboard,LANCS,Male,82,White,Between 1 and 8 yrs.,Farmer,37.6965,-86.1344
FL278,mantel ,LAGS,Female,20,White,At least some college or beyond,Student,26.6408,-81.8682
KY5B,mantel,LANCS,Male,77,White,Unknown,Unknown,37.593,-85.5716
FL279,mantelpiece ,LAGS,Male,19,White,At least some college or beyond,Student,26.1224,-80.1435
KY6A,mantel,LANCS,Male,70,White,Between 1 and 8 yrs.,Farmer,37.5624,-85.4158
FL280,NR,LAGS,Female,60,Black or African American,At least some high school,Professional & technical,25.7286,-80.2374
KY6B,mantel,LANCS,Female,67,White,At least some high school,Keeping house,37.5624,-85.4158
FL281,mantelpiece ,LAGS,Female,42,Black or African American,At least some high school,Keeping house,25.731,-80.2538
FL281,shelf over the fireplace ,LAGS,Female,42,Black or African American,At least some high school,Keeping house,25.731,-80.2538
KY7NA,"mantel, shelf",LANCS,Male,54,Black or African American,Between 1 and 8 yrs.,Service worker,38.1942,-85.5644
KY7AA,mantel,LANCS,Male,65,White,Between 1 and 8 yrs.,Operative,38.2527,-85.7585
FL282,mantel ,LAGS,Female,79,White,At least some high school,Clerical or sales position,25.729,-80.2374
FL282,mantelpiece ,LAGS,Female,79,White,At least some high school,Clerical or sales position,25.729,-80.2374
KY7B,"mantelpiece, mantels",LANCS,Male,76,White,Between 1 and 8 yrs.,Service worker,38.2527,-85.7585
KY7BA,mantel,LANCS,Male,53,White,Between 1 and 8 yrs.,Operative,38.2527,-85.7585
FL283,NR,LAGS,Male,17,Black or African American,At least some college or beyond,Student,25.7617,-80.1918
KY7C,mantel,LANCS,Female,69,White,At least some high school,Keeping house,38.2527,-85.7585
FL284,mantel ,LAGS,Male,59,White,At least some high school,"Manager, official or proprietor",25.7931,-80.1349
KY7D,mantel,LANCS,Female,22,White,At least some college or beyond,Keeping house,38.2527,-85.7585
FL285,NR,LAGS,Female,20,White,At least some high school,Professional & technical,25.7296,-80.2374
KY7NE,mantel,LANCS,Female,64,Black or African American,At least some college or beyond,Keeping house,38.16,-85.3816
FL286,mantel ,LAGS,Male,22,White,At least some college or beyond,Student,25.7298,-80.2374
KY7F,mantel,LANCS,Male,49,White,At least some college or beyond,Professional & technical,38.16,-85.3816
FL287,NR,LAGS,Male,30,Black or African American,At least some college or beyond,Teacher,25.731,-80.2374
KY8A,the mantel,LANCS,Male,72,White,Between 1 and 8 yrs.,Farmer,38.5423,-84.9547
FL288,mantel ,LAGS,Male,76,White,Between 1 and 8 years,Operative,24.9603,-80.5679
KY8B,mantelpiece,LANCS,Male,83,White,Between 1 and 8 yrs.,Farmer,38.2521,-84.5221
FL289,mantelpiece ,LAGS,Female,34,White,At least some college or beyond,Clerical or sales position,24.5541,-81.8008
KY8C,mantelpiece,LANCS,Female,55,White,At least some high school,Unknown,38.3657,-84.5424
TN290,fireplace mantel ,LAGS,Female,65,White,Between 1 and 8 years,Keeping house,36.5623,-85.0114
TN290,mantel ,LAGS,Female,65,White,Between 1 and 8 years,Keeping house,36.5623,-85.0114
KY9A,mantel,LANCS,Male,84,White,At least some high school,Farmer,38.3713,-83.3716
KY9B,mantel,LANCS,Female,55,White,At least some high school,Keeping house,38.6412,-83.7444
TN291,mantel ,LAGS,Female,71,White,Between 1 and 8 years,Keeping house,36.3887,-85.0131
KY9C,mantel,LANCS,Male,28,White,At least some college or beyond,Student,38.6412,-83.7444
TN292,mantel ,LAGS,Female,78,White,NoFormal education,Unknown,36.5782,-86.5156
KY10A,"fire board, mantel",LANCS,Male,76,White,Between 1 and 8 yrs.,Farmer,38.3326,-82.9485
TN293,mantel ,LAGS,Male,62,White,At least some college or beyond,Craftsman or foreman,36.5782,-86.5156
TN293,mantelpiece ,LAGS,Male,62,White,At least some college or beyond,Craftsman or foreman,36.5782,-86.5156
TN293,mantelshelf ,LAGS,Male,62,White,At least some college or beyond,Craftsman or foreman,36.5782,-86.5156
KY10B,the mantel,LANCS,Female,85,White,Between 1 and 8 yrs.,Keeping house,38.3326,-82.9485
KY11A,mantel,LANCS,Male,73,White,Between 1 and 8 yrs.,Farmer,37.2012,-87.1789
KY11B,mantel,LANCS,Male,61,White,At least some high school,Farmer,37.2012,-87.1789
TN294,mantel ,LAGS,Male,23,White,At least some college or beyond,"Manager, official or proprietor",36.5773,-86.5221
KY12A,"the mantel, mantelpiece",LANCS,Male,92,White,At least some college or beyond,Farmer,37.3789,-86.3847
TN295,mantel ,LAGS,Female,71,White,Between 1 and 8 years,Keeping house,36.5091,-86.882
TN295,mantelpiece ,LAGS,Female,71,White,Between 1 and 8 years,Keeping house,36.5091,-86.882
KY12B,a fire board,LANCS,Male,92,White,Between 1 and 8 yrs.,Farmer,38.71,-83.3658
KY12C,fire board,LANCS,Male,74,White,Between 1 and 8 yrs.,Farmer,37.4801,-86.2939
TN296,mantel ,LAGS,Male,88,White,At least some college or beyond,Farmer,36.5093,-86.885
KY12D,"the mantel, fire board",LANCS,Male,75,White,At least some college or beyond,Teacher,37.4801,-86.2939
TN297,mantel ,LAGS,Female,18,White,At least some college or beyond,Student,36.2745,-87.0628
KY13A,a mantel,LANCS,Male,79,White,No formal schooling,Farmer,37.2778,-85.4611
TN298,NR,LAGS,Female,90,White,Between 1 and 8 years,"Manager, official or proprietor",36.4349,-87.2162
KY13B,"mantel, fire board",LANCS,Female,57,White,Between 1 and 8 yrs.,Keeping house,37.2609,-85.4989
TN299,mantel ,LAGS,Female,37,White,At least some high school,Clerical or sales position,36.3199,-87.8416
KY14A,mantel,LANCS,Male,76,White,Between 1 and 8 yrs.,Service worker,37.8092,-85.4669
TN300,mantel ,LAGS,Male,38,White,At least some college or beyond,Teacher,36.3141,-87.7653
KY14B,mantel,LANCS,Female,59,White,At least some high school,Clerical and sales,37.8092,-85.4669
TN301,mantel ,LAGS,Female,82,White,Between 1 and 8 years,Keeping house,36.3546,-85.6556
TN301,mantelboard ,LAGS,Female,82,White,Between 1 and 8 years,Keeping house,36.3546,-85.6556
KY15,mantelpiece,LANCS,Female,70,White,At least some high school,Keeping house,37.5698,-85.2527
KY16A,mantel,LANCS,Male,84,White,Between 1 and 8 yrs.,Farmer,37.7059,-84.948
TN302,mantel ,LAGS,Male,61,White,Between 1 and 8 years,Farmer,36.3556,-85.6572
KY16B,mantel,LANCS,Male,73,White,Between 1 and 8 yrs.,Craftsman or foreman,37.7623,-84.8433
TN303,mantel ,LAGS,Male,79,Black or African American,NoFormal education,Farmer,36.0992,-86.124
KY16C,mantel,LANCS,Female,71,White,Between 1 and 8 yrs.,Keeping house,37.7534,-84.7666
TN304,mantel ,LAGS,Male,80,White,At least some high school,Farmer,36.0179,-86.1157
KY17NA,mantelpiece,LANCS,Male,67,Black or African American,Between 1 and 8 yrs.,Craftsman or foreman,37.977,-84.4966
TN305,mantel ,LAGS,Female,56,White,At least some high school,Keeping house,36.0205,-86.1244
KY17B,the mantel,LANCS,Male,83,White,No formal schooling,Farmer,38.2098,-84.5588
TN306,mantel ,LAGS,Male,53,White,Unknown,Clerical or sales position,36.1678,-86.7781
KY17C,mantelpiece,LANCS,Male,71,White,At least some high school,Farmer,38.0406,-84.5037
TN307,mantel ,LAGS,Male,17,White,At least some high school,Student,36.1667,-86.7649
KY17D,mantel,LANCS,Female,50,White,At least some high school,Keeping house,38.0406,-84.5037
TN308,mantel ,LAGS,Female,19,Black or African American,At least some high school,Clerical or sales position,36.1718,-86.7684
KY17E,"mantelpiece, mantel",LANCS,Female,67,White,At least some college or beyond,Keeping house,38.4331,-84.2456
TN309,mantel ,LAGS,Female,51,Black or African American,At least some college or beyond,Clerical or sales position,36.1768,-86.7726
KY17F,mantel,LANCS,Female,23,White,At least some college or beyond,Teacher,38.0526,-84.7299
TN310,mantel ,LAGS,Male,42,White,At least some high school,Public servant,36.1611,-86.7932
KY18A,fire board,LANCS,Male,69,White,Between 1 and 8 yrs.,Farmer ,37.7006,-83.9738
TN311,mantel ,LAGS,Male,32,Black or African American,At least some college or beyond,"Manager, official or proprietor",36.1715,-86.7987
KY18B,mantel,LANCS,Female,50,White,Between 1 and 8 yrs.,"Manager, official, or proprietor",37.7006,-83.9738
TN312,mantel ,LAGS,Female,80,White,At least some college or beyond,Professional & technical,36.1664,-86.7773
KY18C,the mantel,LANCS,Male,72,White,Between 1 and 8 yrs.,Clerical and sales,37.7006,-83.9738
TN313,mantel ,LAGS,Female,26,White,At least some college or beyond,Clerical or sales position,36.1642,-86.7866
KY19A,mantel,LANCS,Male,68,White,Between 1 and 8 yrs.,Farmer,38.1448,-83.7641
TN314,NR,LAGS,Male,19,White,At least some college or beyond,Student,36.0762,-87.3871
KY19B,mantel,LANCS,Male,75,White,Between 1 and 8 yrs.,Craftsman or foreman,38.1448,-83.7641
TN315,fireplace mantel ,LAGS,Female,81,White,Between 1 and 8 years,Keeping house,36.0833,-87.7958
TN315,mantel ,LAGS,Female,81,White,Between 1 and 8 years,Keeping house,36.0833,-87.7958
KY19C,mantelpiece,LANCS,Male,62,White,Unknown,Farmer,38.1904,-83.8235
KY19D,the mantelpiece,LANCS,Female,78,White,Unknown,Teacher,38.202,-83.9294
TN316,mantelpiece ,LAGS,Male,65,Black or African American,NoFormal education,Operative,35.78,-87.4667
KY20A,"a mantel, a fire board",LANCS,Male,88,White,Between 1 and 8 yrs.,Farmer,37.9509,-83.6257
TN317,fireplace mantel ,LAGS,Female,81,White,At least some high school,Keeping house,35.8581,-87.6917
TN317,mantel ,LAGS,Female,81,White,At least some high school,Keeping house,35.8581,-87.6917
KY20B,"the mantel, fire board",LANCS,Male,81,White,At least some high school,Farmer,38.0184,-83.6321
KY21A,"fire board, mantels",LANCS,Male,96,White,Between 1 and 8 yrs.,Farmer,37.4957,-82.424
TN318,clock shelf ,LAGS,Male,72,White,At least some high school,Farmer,35.9087,-87.6103
TN318,fireplace mantel ,LAGS,Male,72,White,At least some high school,Farmer,35.9087,-87.6103
TN318,mantel ,LAGS,Male,72,White,At least some high school,Farmer,35.9087,-87.6103
TN318,mantelboard ,LAGS,Male,72,White,At least some high school,Farmer,35.9087,-87.6103
KY21B,"mantel, fire board, ash rock",LANCS,Male,70,White,Unknown,Farmer,37.9462,-82.8546
KY21C,a mantel,LANCS,Male,68,White,Between 1 and 8 yrs.,Farmer,37.4836,-82.5633
KY22A,mantel,LANCS,Male,79,White,Between 1 and 8 yrs.,Farmer,36.6764,-89.1059
KY22B,a mantel,LANCS,Male,79,White,At least some high school,Farmer,36.6673,-89.9934
TN319,mantel ,LAGS,Female,96,White,Between 1 and 8 years,Keeping house,35.747,-85.4648
KY22C,mantel,LANCS,Male,78,White,At least some high school,"Manager, official, or proprietor",36.6673,-89.9934
TN320,mantel ,LAGS,Female,76,White,Between 1 and 8 years,Keeping house,35.7405,-85.4808
KY23A,a mantel,LANCS,Male,89,White,At least some high school,Farmer ,36.6103,-88.3148
TN321,fireplace mantel ,LAGS,Male,81,White,At least some college or beyond,Public servant,35.7436,-85.4575
TN321,mantel ,LAGS,Male,81,White,At least some college or beyond,Public servant,35.7436,-85.4575
KY23B,a mantel,LANCS,Male,91,White,Between 1 and 8 yrs.,Farmer,36.3254,-88.917
KY24A,a mantelboard,LANCS,Male,83,White,Between 1 and 8 yrs.,Farmer,36.8289,-87.9375
TN322,mantel ,LAGS,Female,22,White,At least some college or beyond,Student,35.8277,-86.07
KY24B,mantel,LANCS,Male,74,White,Between 1 and 8 yrs.,Unknown,36.865,-87.8353
TN323,mantel ,LAGS,Female,83,White,At least some high school,Keeping house,35.262,-85.7376
KY24C,mantel,LANCS,Male,70,White,Between 1 and 8 yrs.,Farmer,36.865,-87.8353
TN324,mantel ,LAGS,Female,76,White,Between 1 and 8 years,Service worker,35.1864,-86.1124
KY24D,mantel,LANCS,Male,60,White,At least some high school,Farmer's wife,36.8203,-87.695
TN325,mantel ,LAGS,Male,78,White,At least some high school,"Manager, official or proprietor",35.2104,-86.0766
KY25A,mantel,LANCS,Male,93,White,At least some high school,Farmer,36.8642,-86.7103
TN326,mantel ,LAGS,Male,91,White,Between 1 and 8 years,Farmer,35.4854,-86.4629
KY25B,mantel,LANCS,Male,50,White,At least some high school,Clerical and sales,36.9864,-86.9472
TN327,NR,LAGS,Female,54,White,At least some high school,"Manager, official or proprietor",35.5797,-86.5822
KY26A,mantel,LANCS,Female,85,White,At least some high school,Farmer,36.6989,-86.0683
TN328,mantel ,LAGS,Male,68,White,At least some college or beyond,Clerical or sales position,35.4519,-86.26
KY26B,"mantel, mantelboard",LANCS,Male,73,White,Between 1 and 8 yrs.,Farmer,36.6831,-86.0572
TN329,mantel ,LAGS,Male,28,White,At least some college or beyond,Student,35.4834,-86.4599
KY27A,fire board,LANCS,Male,93,White,At least some high school,Farmer,37.0754,-84.3733
TN330,mantel ,LAGS,Male,67,White,Between 1 and 8 years,Farmer,35.8149,-86.7365
TN330,mantelpiece ,LAGS,Male,67,White,Between 1 and 8 years,Farmer,35.8149,-86.7365
KY27B,"a fire board, mantel",LANCS,Male,65,White,Between 1 and 8 yrs.,Farmer,37.092,-84.6041
KY28A,a mantelboard,LANCS,Male,104,White,Between 1 and 8 yrs.,Farmer,36.7803,-84.1349
TN331,mantelpiece ,LAGS,Male,65,White,At least some high school,Farmer,35.9239,-86.8716
KY28B,"mantel, the shelf, fire shelf, fire board",LANCS,Male,74,White,Between 1 and 8 yrs.,Farmer ,36.7434,-84.1597
TN332,mantelpiece ,LAGS,Male,76,White,At least some high school,Farmer,35.3772,-87.0052
KY28C,"a fire board, mantel",LANCS,Male,82,White,At least some high school,"Manager, official, or proprietor",36.7434,-84.1597
TN333,mantelshelf ,LAGS,Male,71,White,Between 1 and 8 years,Farmer,35.1605,-87.3479
KY29A,"a fire board, mantel",LANCS,Male,86,White,Between 1 and 8 yrs.,Farmer,36.4349,-83.4754
TN334,NR,LAGS,Female,76,White,At least some college or beyond,Teacher,35.1598,-87.3482
KY29B,mantelpiece,LANCS,Male,55,White,At least some college or beyond,"Manager, official, or proprietor",36.6073,-83.7143
TN335,mantel ,LAGS,Male,48,White,At least some college or beyond,Farmer,35.0786,-87.3305
KY30A,fire board,LANCS,Male,89,White,Between 1 and 8 yrs.,Farmer,37.4762,-83.6749
TN336,mantel ,LAGS,Female,84,White,Between 1 and 8 years,Keeping house,35.1744,-87.7393
KY30B,"mantels, fire board",LANCS,Female,101,White,Unknown,Keeping house,37.454,-83.7199
AL337,mantel ,LAGS,Female,41,Black or African American,At least some college or beyond,Professional & technical,34.6342,-86.2659
KY30C,mantelpiece,LANCS,Male,98,White,Unknown,Farmer,37.2856,-83.3656
AL338,fireplace mantel ,LAGS,Female,64,White,At least some college or beyond,"Manager, official or proprietor",34.8686,-85.8387
AL338,mantel ,LAGS,Female,64,White,At least some college or beyond,"Manager, official or proprietor",34.8686,-85.8387
KY30D,"a board, board, fire board",LANCS,Male,74,White,No formal schooling,Farmer,37.515,-83.2643
KY30E,"a shelf, mantel, fire board",LANCS,Male,78,White,Between 1 and 8 yrs.,Farmer,37.2619,-83.3638
AL339,mantel ,LAGS,Male,28,White,At least some college or beyond,Professional & technical,34.6814,-86.0793
AL339,mantelpiece ,LAGS,Male,28,White,At least some college or beyond,Professional & technical,34.6814,-86.0793
KY31A,a fire board,LANCS,Male,71,White,Between 1 and 8 yrs.,Farmer,37.0431,-83.2071
KY31B,"fire board, clock shelf",LANCS,Male,74,White,Unknown,Unknown,37.0431,-83.2071
AL340,mantelpiece ,LAGS,Male,69,White,NoFormal education,Operative,34.8983,-86.7333
AL340,shelf ,LAGS,Male,69,White,NoFormal education,Operative,34.8983,-86.7333
KY31C,"a fire board, punchen",LANCS,Male,76,White,Between 1 and 8 yrs.,Farmer,37.1609,-83.3732
KY31D,"fire board, mantel",LANCS,Female,65,White,At least some college or beyond,Teacher,37.222,-83.3774
AL341,mantel ,LAGS,Male,78,White,Between 1 and 8 years,Farmer,34.7865,-86.7141
AL341,mantelpiece ,LAGS,Male,78,White,Between 1 and 8 years,Farmer,34.7865,-86.7141
KY32,fire board,LANCS,Male,65,White,Unknown,Unknown,37.1455,-83.1142
KY33A,fire board,LANCS,Male,74,White,Between 1 and 8 yrs.,Laborer,36.7745,-83.2038
AL342,mantel ,LAGS,Female,61,White,At least some high school,Clerical or sales position,34.73,-86.5966
KY33B,mantel,LANCS,Male,86,White,Between 1 and 8 yrs.,"Manager, official, or proprietor",36.8431,-83.3218
AL343,mantel ,LAGS,Female,27,White,At least some college or beyond,Teacher,34.7296,-86.5852
KY33C,"fire board, mantel",LANCS,Female,65,White,At least some college or beyond,Keeping house,36.784,-83.2282
AL344,mantelpiece ,LAGS,Male,84,Black or African American,Between 1 and 8 years,Farmer,34.7972,-86.9691
KY34A,"a mantel, a fire board",LANCS,Male,84,White,Between 1 and 8 yrs.,Farmer,37.0198,-82.9596
AL345,mantelpiece ,LAGS,Female,69,White,Between 1 and 8 years,Keeping house,34.8025,-86.9722
KY34B,"fire board, clock shelf, medicine shelf",LANCS,Male,89,White,Unknown,Unknown,37.0198,-82.9596
AL346,mantelpiece ,LAGS,Female,74,Black or African American,Between 1 and 8 years,Keeping house,34.6691,-87.3091
KY34C,"fire board, mantel",LANCS,Male,80,White,Between 1 and 8 yrs.,Farmer ,37.0804,-82.8803
AL347,mantel ,LAGS,Female,66,Black or African American,Between 1 and 8 years,Unknown,34.4816,-87.2924
AL347,shelf ,LAGS,Female,66,Black or African American,Between 1 and 8 years,Unknown,34.4816,-87.2924
AL348,fireplace mantel ,LAGS,Female,50,White,At least some high school,Unknown,34.6813,-87.4059
AL348,mantel ,LAGS,Female,50,White,At least some high school,Unknown,34.6813,-87.4059
AL349,mantel ,LAGS,Male,81,White,Between 1 and 8 years,Craftsman or foreman,34.9739,-87.5125
AL350,fireplace mantel ,LAGS,Male,64,White,At least some high school,Farmer,34.9686,-87.3712
AL350,mantel ,LAGS,Male,64,White,At least some high school,Farmer,34.9686,-87.3712
AL363,fireplace mantel ,LAGS,Male,42,Black or African American,At least some high school,Farmer,34.1906,-88.1474
AL363,mantel ,LAGS,Male,42,Black or African American,At least some high school,Farmer,34.1906,-88.1474
