Informant,Project,Sex,Age,Ethnicity ,Education level,Occupation,Latitude,Longitude,frying pan,comments,,,
NC75A,LAMSAS,Male,83,White,No formal schooling,Farmer,35.0525,-83.19695,frying pan,,,,
NC75A,LAMSAS,Male,83,White,No formal schooling,Farmer,35.0525,-83.19695,skillet,,,,
NC75B,LAMSAS,Female,52,White,At least some high school,Keeping house,35.18222,-83.38167,frying pan,,,,
NC75B,LAMSAS,Female,52,White,At least some high school,Keeping house,35.18222,-83.38167,frying pan,,,,
NC75B,LAMSAS,Female,52,White,At least some high school,Keeping house,35.18222,-83.38167,frying pan,,,,
NC75B,LAMSAS,Female,52,White,At least some high school,Keeping house,35.18222,-83.38167,skillet,,,,
NC75B,LAMSAS,Female,52,White,At least some high school,Keeping house,35.18222,-83.38167,skillet,,,,
NC75B,LAMSAS,Female,52,White,At least some high school,Keeping house,35.18222,-83.38167,skillet,,,,
SC1A,LAMSAS,Female,81,White,Between 1 and 8 years,Keeping house,35.1675,-84.04528,spider,,,,
SC1A,LAMSAS,Female,81,White,Between 1 and 8 years,Keeping house,35.1675,-84.04528,spider,,,,
SC1B,LAMSAS,Female,56,White,At least some college or beyond,Keeping house,35.09389,-83.94278,frying pan,,,,
SC1B,LAMSAS,Female,56,White,At least some college or beyond,Keeping house,35.09389,-83.94278,frying pan,,,,
SC2A,LAMSAS,Female,70,White,No formal schooling,Keeping house,33.60639,-79.05583,frying pan,,,,
SC2A,LAMSAS,Female,70,White,No formal schooling,Keeping house,33.60639,-79.05583,spider,,,,
SC2B,LAMSAS,Female,48,White,At least some high school,Keeping house,34.24194,-79.39306,frying pan,,,,
SC2B,LAMSAS,Female,48,White,At least some high school,Keeping house,34.24194,-79.39306,spider,,,,
SC2B,LAMSAS,Female,48,White,At least some high school,Keeping house,34.24194,-79.39306,skillet,,,,
SC2C,LAMSAS,Female,70,White,Unknown,Keeping house,34.03083,-79.35583,frying pan,,,,
SC2C,LAMSAS,Female,70,White,Unknown,Keeping house,34.03083,-79.35583,spider,,,,
SC3A,LAMSAS,Male,72,White,Between 1 and 8 years,Farmer,34.17805,-79.40083,frying pan,,,,
SC3A,LAMSAS,Male,72,White,Between 1 and 8 years,Farmer,34.17805,-79.40083,frying pan,,,,
SC3A,LAMSAS,Male,72,White,Between 1 and 8 years,Farmer,34.17805,-79.40083,spider,,,,
SC3A,LAMSAS,Male,72,White,Between 1 and 8 years,Farmer,34.17805,-79.40083,spider,,,,
SC3A,LAMSAS,Male,72,White,Between 1 and 8 years,Farmer,34.17805,-79.40083,skillet,,,,
SC3A,LAMSAS,Male,72,White,Between 1 and 8 years,Farmer,34.17805,-79.40083,skillet,,,,
SC3B,LAMSAS,Male,80,White,Between 1 and 8 years,Farmer,34.02639,-79.36111,spiders,,,,
SC3B,LAMSAS,Male,80,White,Between 1 and 8 years,Farmer,34.02639,-79.36111,spiders,,,,
SC3B,LAMSAS,Male,80,White,Between 1 and 8 years,Farmer,34.02639,-79.36111,spiders,,,,
SC3B,LAMSAS,Male,80,White,Between 1 and 8 years,Farmer,34.02639,-79.36111,spiders,,,,
SC3B,LAMSAS,Male,80,White,Between 1 and 8 years,Farmer,34.02639,-79.36111,oven,,,,
SC3B,LAMSAS,Male,80,White,Between 1 and 8 years,Farmer,34.02639,-79.36111,oven,,,,
SC3B,LAMSAS,Male,80,White,Between 1 and 8 years,Farmer,34.02639,-79.36111,oven,,,,
SC3B,LAMSAS,Male,80,White,Between 1 and 8 years,Farmer,34.02639,-79.36111,oven,,,,
SC3C!,LAMSAS,Female,67,White,At least some college or beyond,Other (see notes),33.93528,-79.93278,spider,,,,
SC3C!,LAMSAS,Female,67,White,At least some college or beyond,Other (see notes),33.93528,-79.93278,spider,,,,
SC3C!,LAMSAS,Female,67,White,At least some college or beyond,Other (see notes),33.93528,-79.93278,griddle,,,,
SC3C!,LAMSAS,Female,67,White,At least some college or beyond,Other (see notes),33.93528,-79.93278,griddle,,,,
SC3C!,LAMSAS,Female,67,White,At least some college or beyond,Other (see notes),33.93528,-79.93278,oven,,,,
SC3C!,LAMSAS,Female,67,White,At least some college or beyond,Other (see notes),33.93528,-79.93278,oven,,,,
SC4A,LAMSAS,Male,55,White,Between 1 and 8 years,Fisher,34.04028,-79.94417,frying pans,,,,
SC4A,LAMSAS,Male,55,White,Between 1 and 8 years,Fisher,34.04028,-79.94417,frying pans,,,,
SC4A,LAMSAS,Male,55,White,Between 1 and 8 years,Fisher,34.04028,-79.94417,spider,,,,
SC4A,LAMSAS,Male,55,White,Between 1 and 8 years,Fisher,34.04028,-79.94417,spider,,,,
SC4B,LAMSAS,Female,81,White,At least some high school,Keeping house,34.19528,-79.76278,frying pan,,,,
SC4B,LAMSAS,Female,81,White,At least some high school,Keeping house,34.19528,-79.76278,frying pan,,,,
SC4B,LAMSAS,Female,81,White,At least some high school,Keeping house,34.19528,-79.76278,skillet,,,,
SC4B,LAMSAS,Female,81,White,At least some high school,Keeping house,34.19528,-79.76278,skillet,,,,
SC4B,LAMSAS,Female,81,White,At least some high school,Keeping house,34.19528,-79.76278,spider,,,,
SC4B,LAMSAS,Female,81,White,At least some high school,Keeping house,34.19528,-79.76278,spider,,,,
SC4C,LAMSAS,Male,55,White,At least some high school,Public Servant,33.695,-80.21111,frying pan,,,,
SC4C,LAMSAS,Male,55,White,At least some high school,Public Servant,33.695,-80.21111,skillet,,,,
SC4C,LAMSAS,Male,55,White,At least some high school,Public Servant,33.695,-80.21111,spider,,,,
SC4C,LAMSAS,Male,55,White,At least some high school,Public Servant,33.695,-80.21111,oven,,,,
SC5A,LAMSAS,Male,79,White,Between 1 and 8 years,Farmer,33.70694,-80.20834,frying pan,,,,
SC5A,LAMSAS,Male,79,White,Between 1 and 8 years,Farmer,33.70694,-80.20834,frying pan,,,,
SC5A,LAMSAS,Male,79,White,Between 1 and 8 years,Farmer,33.70694,-80.20834,frying pan,,,,
SC5A,LAMSAS,Male,79,White,Between 1 and 8 years,Farmer,33.70694,-80.20834,frying pan,,,,
SC5A,LAMSAS,Male,79,White,Between 1 and 8 years,Farmer,33.70694,-80.20834,spider,,,,
SC5A,LAMSAS,Male,79,White,Between 1 and 8 years,Farmer,33.70694,-80.20834,spider,,,,
SC5A,LAMSAS,Male,79,White,Between 1 and 8 years,Farmer,33.70694,-80.20834,spider,,,,
SC5A,LAMSAS,Male,79,White,Between 1 and 8 years,Farmer,33.70694,-80.20834,spider,,,,
SC5A,LAMSAS,Male,79,White,Between 1 and 8 years,Farmer,33.70694,-80.20834,oven,,,,
SC5A,LAMSAS,Male,79,White,Between 1 and 8 years,Farmer,33.70694,-80.20834,oven,,,,
SC5A,LAMSAS,Male,79,White,Between 1 and 8 years,Farmer,33.70694,-80.20834,oven,,,,
SC5A,LAMSAS,Male,79,White,Between 1 and 8 years,Farmer,33.70694,-80.20834,oven,,,,
SC5B,LAMSAS,Male,80,White,Between 1 and 8 years,Craftsman or foreman,33.68889,-80.22083,frying pans,,,,
SC5B,LAMSAS,Male,80,White,Between 1 and 8 years,Craftsman or foreman,33.68889,-80.22083,spider,,,,
SC5B,LAMSAS,Male,80,White,Between 1 and 8 years,Craftsman or foreman,33.68889,-80.22083,skillet,,,,
SC5C,LAMSAS,Male,61,White,Between 1 and 8 years,Clerical or sales position,33.45111,-79.56111,frying pans,,,,
SC5C,LAMSAS,Male,61,White,Between 1 and 8 years,Clerical or sales position,33.45111,-79.56111,spider,,,,
SC5C,LAMSAS,Male,61,White,Between 1 and 8 years,Clerical or sales position,33.45111,-79.56111,oven,,,,
SC5D!,LAMSAS,Female,71,White,At least some high school,"Manager, official, or proprietor",33.6675,-79.83083,frying pan,,,,
SC5D!,LAMSAS,Female,71,White,At least some high school,"Manager, official, or proprietor",33.6675,-79.83083,frying pan,,,,
SC5D!,LAMSAS,Female,71,White,At least some high school,"Manager, official, or proprietor",33.6675,-79.83083,frying pan,,,,
SC5D!,LAMSAS,Female,71,White,At least some high school,"Manager, official, or proprietor",33.6675,-79.83083,frying pan,,,,
SC5D!,LAMSAS,Female,71,White,At least some high school,"Manager, official, or proprietor",33.6675,-79.83083,spider,,,,
SC5D!,LAMSAS,Female,71,White,At least some high school,"Manager, official, or proprietor",33.6675,-79.83083,spider,,,,
SC5D!,LAMSAS,Female,71,White,At least some high school,"Manager, official, or proprietor",33.6675,-79.83083,spider,,,,
SC5D!,LAMSAS,Female,71,White,At least some high school,"Manager, official, or proprietor",33.6675,-79.83083,spider,,,,
SC5D!,LAMSAS,Female,71,White,At least some high school,"Manager, official, or proprietor",33.6675,-79.83083,skillet,,,,
SC5D!,LAMSAS,Female,71,White,At least some high school,"Manager, official, or proprietor",33.6675,-79.83083,skillet,,,,
SC5D!,LAMSAS,Female,71,White,At least some high school,"Manager, official, or proprietor",33.6675,-79.83083,skillet,,,,
SC5D!,LAMSAS,Female,71,White,At least some high school,"Manager, official, or proprietor",33.6675,-79.83083,skillet,,,,
SC6N,LAMSAS,Male,77,Black or African American,Between 1 and 8 years,Craftsman or foreman,33.70833,-79.8175,frying pan,,,,
SC6N,LAMSAS,Male,77,Black or African American,Between 1 and 8 years,Craftsman or foreman,33.70833,-79.8175,frying pan,,,,
SC6N,LAMSAS,Male,77,Black or African American,Between 1 and 8 years,Craftsman or foreman,33.70833,-79.8175,spiders,,,,
SC6N,LAMSAS,Male,77,Black or African American,Between 1 and 8 years,Craftsman or foreman,33.70833,-79.8175,spiders,,,,
SC6N,LAMSAS,Male,77,Black or African American,Between 1 and 8 years,Craftsman or foreman,33.70833,-79.8175,little skillet,,,,
SC6N,LAMSAS,Male,77,Black or African American,Between 1 and 8 years,Craftsman or foreman,33.70833,-79.8175,little skillet,,,,
SC6N,LAMSAS,Male,77,Black or African American,Between 1 and 8 years,Craftsman or foreman,33.70833,-79.8175,oven,,,,
SC6N,LAMSAS,Male,77,Black or African American,Between 1 and 8 years,Craftsman or foreman,33.70833,-79.8175,oven,,,,
SC6A,LAMSAS,Male,60,White,Between 1 and 8 years,Farmer,33.69167,-79.84167,frying pan,,,,
SC6A,LAMSAS,Male,60,White,Between 1 and 8 years,Farmer,33.69167,-79.84167,fry pan,,,,
SC6A,LAMSAS,Male,60,White,Between 1 and 8 years,Farmer,33.69167,-79.84167,spider,,,,
SC6A,LAMSAS,Male,60,White,Between 1 and 8 years,Farmer,33.69167,-79.84167,skillet,,,,
SC6B,LAMSAS,Female,79,White,Between 1 and 8 years,Keeping house,33.36111,-79.27917,frying pans,,,,
SC6B,LAMSAS,Female,79,White,Between 1 and 8 years,Keeping house,33.36111,-79.27917,spider,,,,
SC6B,LAMSAS,Female,79,White,Between 1 and 8 years,Keeping house,33.36111,-79.27917,fry pan,,,,
SC6B,LAMSAS,Female,79,White,Between 1 and 8 years,Keeping house,33.36111,-79.27917,spider,,,,
SC6C!,LAMSAS,Female,68,White,At least some college or beyond,Keeping house,33.61778,-79.33083,spider,,,,
SC6C!,LAMSAS,Female,68,White,At least some college or beyond,Keeping house,33.61778,-79.33083,spider,,,,
SC6C!,LAMSAS,Female,68,White,At least some college or beyond,Keeping house,33.61778,-79.33083,skillet,,,,
SC6C!,LAMSAS,Female,68,White,At least some college or beyond,Keeping house,33.61778,-79.33083,skillet,,,,
SC6C!,LAMSAS,Female,68,White,At least some college or beyond,Keeping house,33.61778,-79.33083,skillet,,,,
SC6C!,LAMSAS,Female,68,White,At least some college or beyond,Keeping house,33.61778,-79.33083,skillet,,,,
SC6D,LAMSAS,Male,49,White,Between 1 and 8 years,Seeking work,33.55528,-79.21555,frying pan,,,,
SC6D,LAMSAS,Male,49,White,Between 1 and 8 years,Seeking work,33.55528,-79.21555,frying pan,,,,
SC6D,LAMSAS,Male,49,White,Between 1 and 8 years,Seeking work,33.55528,-79.21555,spider,,,,
SC6D,LAMSAS,Male,49,White,Between 1 and 8 years,Seeking work,33.55528,-79.21555,spider,,,,
SC6D,LAMSAS,Male,49,White,Between 1 and 8 years,Seeking work,33.55528,-79.21555,spider,,,,
SC6D,LAMSAS,Male,49,White,Between 1 and 8 years,Seeking work,33.55528,-79.21555,spider,,,,
SC7N,LAMSAS,Male,83,Black or African American,Between 1 and 8 years,Public Servant,33.43306,-79.12167,frying pan,,,,
SC7N,LAMSAS,Male,83,Black or African American,Between 1 and 8 years,Public Servant,33.43306,-79.12167,frying pan,,,,
SC7N,LAMSAS,Male,83,Black or African American,Between 1 and 8 years,Public Servant,33.43306,-79.12167,boiling soup,,,,
SC7N,LAMSAS,Male,83,Black or African American,Between 1 and 8 years,Public Servant,33.43306,-79.12167,boiling soup,,,,
SC7N,LAMSAS,Male,83,Black or African American,Between 1 and 8 years,Public Servant,33.43306,-79.12167,spider,,,,
SC7N,LAMSAS,Male,83,Black or African American,Between 1 and 8 years,Public Servant,33.43306,-79.12167,spider,,,,
SC7N,LAMSAS,Male,83,Black or African American,Between 1 and 8 years,Public Servant,33.43306,-79.12167,skillet,,,,
SC7N,LAMSAS,Male,83,Black or African American,Between 1 and 8 years,Public Servant,33.43306,-79.12167,skillet,,,,
SC7A,LAMSAS,Male,75,White,Between 1 and 8 years,Clerical or sales position,33.37667,-79.29472,frying pan,,,,
SC7A,LAMSAS,Male,75,White,Between 1 and 8 years,Clerical or sales position,33.37667,-79.29472,spiders,,,,
SC7A,LAMSAS,Male,75,White,Between 1 and 8 years,Clerical or sales position,33.37667,-79.29472,frying pan,,,,
SC7A,LAMSAS,Male,75,White,Between 1 and 8 years,Clerical or sales position,33.37667,-79.29472,skillet,,,,
SC7A,LAMSAS,Male,75,White,Between 1 and 8 years,Clerical or sales position,33.37667,-79.29472,pans,,,,
SC7B,LAMSAS,Male,85,White,Between 1 and 8 years,Clerical or sales position,33.36666,-79.29723,frying pan,,,,
SC7B,LAMSAS,Male,85,White,Between 1 and 8 years,Clerical or sales position,33.36666,-79.29723,frying pan,,,,
SC7B,LAMSAS,Male,85,White,Between 1 and 8 years,Clerical or sales position,33.36666,-79.29723,spider,,,,
SC7B,LAMSAS,Male,85,White,Between 1 and 8 years,Clerical or sales position,33.36666,-79.29723,spider,,,,
SC7C!,LAMSAS,Male,78,White,At least some college or beyond,Professional or technical job,33.38334,-79.30695,frying pan,,,,
SC7C!,LAMSAS,Male,78,White,At least some college or beyond,Professional or technical job,33.38334,-79.30695,skillet,,,,
SC7C!,LAMSAS,Male,78,White,At least some college or beyond,Professional or technical job,33.38334,-79.30695,skillet,,,,
SC7C!,LAMSAS,Male,78,White,At least some college or beyond,Professional or technical job,33.38334,-79.30695,spider,,,,
SC7D!,LAMSAS,Female,50,White,At least some college or beyond,Public Servant,33.3875,-79.3,frying pan,,,,
SC7D!,LAMSAS,Female,50,White,At least some college or beyond,Public Servant,33.3875,-79.3,frying pan,,,,
SC7D!,LAMSAS,Female,50,White,At least some college or beyond,Public Servant,33.3875,-79.3,frying pan,,,,
SC7D!,LAMSAS,Female,50,White,At least some college or beyond,Public Servant,33.3875,-79.3,skillet,,,,
SC7D!,LAMSAS,Female,50,White,At least some college or beyond,Public Servant,33.3875,-79.3,skillet,,,,
SC7D!,LAMSAS,Female,50,White,At least some college or beyond,Public Servant,33.3875,-79.3,skillet,,,,
SC7D!,LAMSAS,Female,50,White,At least some college or beyond,Public Servant,33.3875,-79.3,spiders,,,,
SC7D!,LAMSAS,Female,50,White,At least some college or beyond,Public Servant,33.3875,-79.3,spiders,,,,
SC7D!,LAMSAS,Female,50,White,At least some college or beyond,Public Servant,33.3875,-79.3,spiders,,,,
SC7D!,LAMSAS,Female,50,White,At least some college or beyond,Public Servant,33.3875,-79.3,skillet,,,,
SC7D!,LAMSAS,Female,50,White,At least some college or beyond,Public Servant,33.3875,-79.3,skillet,,,,
SC7D!,LAMSAS,Female,50,White,At least some college or beyond,Public Servant,33.3875,-79.3,skillet,,,,
SC7D!,LAMSAS,Female,50,White,At least some college or beyond,Public Servant,33.3875,-79.3,cast iron,,,,
SC7D!,LAMSAS,Female,50,White,At least some college or beyond,Public Servant,33.3875,-79.3,cast iron,,,,
SC7D!,LAMSAS,Female,50,White,At least some college or beyond,Public Servant,33.3875,-79.3,cast iron,,,,
SC8A,LAMSAS,Female,74,White,Between 1 and 8 years,Keeping house,33.39167,-79.28889,spider,,,,
SC8A,LAMSAS,Female,74,White,Between 1 and 8 years,Keeping house,33.39167,-79.28889,spider,,,,
SC8B,LAMSAS,Male,58,White,Between 1 and 8 years,Farmer,33.37222,-79.28056,spiders,,,,
SC8C,LAMSAS,Male,67,White,Between 1 and 8 years,Farmer,33.30528,-79.95805,frying pan,,,,
SC8C,LAMSAS,Male,67,White,Between 1 and 8 years,Farmer,33.30528,-79.95805,skillet,,,,
SC8C,LAMSAS,Male,67,White,Between 1 and 8 years,Farmer,33.30528,-79.95805,a spider,,,,
SC9A,LAMSAS,Male,75,White,Between 1 and 8 years,Farmer,33.09639,-79.80361,spider,,,,
SC9A,LAMSAS,Male,75,White,Between 1 and 8 years,Farmer,33.09639,-79.80361,spider,,,,
SC9A,LAMSAS,Male,75,White,Between 1 and 8 years,Farmer,33.09639,-79.80361,spider,,,,
SC9A,LAMSAS,Male,75,White,Between 1 and 8 years,Farmer,33.09639,-79.80361,skillet,,,,
SC9A,LAMSAS,Male,75,White,Between 1 and 8 years,Farmer,33.09639,-79.80361,skillet,,,,
SC9A,LAMSAS,Male,75,White,Between 1 and 8 years,Farmer,33.09639,-79.80361,skillet,,,,
SC9B,LAMSAS,Male,65,White,Between 1 and 8 years,Clerical or sales position,33.40417,-79.92194,frying pan,,,,
SC9B,LAMSAS,Male,65,White,Between 1 and 8 years,Clerical or sales position,33.40417,-79.92194,frying pan,,,,
SC9B,LAMSAS,Male,65,White,Between 1 and 8 years,Clerical or sales position,33.40417,-79.92194,frying pan,,,,
SC9B,LAMSAS,Male,65,White,Between 1 and 8 years,Clerical or sales position,33.40417,-79.92194,skillet,,,,
SC9B,LAMSAS,Male,65,White,Between 1 and 8 years,Clerical or sales position,33.40417,-79.92194,skillet,,,,
SC9B,LAMSAS,Male,65,White,Between 1 and 8 years,Clerical or sales position,33.40417,-79.92194,skillet,,,,
SC9B,LAMSAS,Male,65,White,Between 1 and 8 years,Clerical or sales position,33.40417,-79.92194,spider,,,,
SC9B,LAMSAS,Male,65,White,Between 1 and 8 years,Clerical or sales position,33.40417,-79.92194,spider,,,,
SC9B,LAMSAS,Male,65,White,Between 1 and 8 years,Clerical or sales position,33.40417,-79.92194,spider,,,,
SC9C!,LAMSAS,Male,50,White,At least some college or beyond,Professional or technical job,33.01833,-80.17583,frying pan,,,,
SC9C!,LAMSAS,Male,50,White,At least some college or beyond,Professional or technical job,33.01833,-80.17583,spider,,,,
SC9D!,LAMSAS,Male,73,White,At least some college or beyond,Unknown,33.32722,-80.14861,frying pan,,,,
SC9D!,LAMSAS,Male,73,White,At least some college or beyond,Unknown,33.32722,-80.14861,frying pan,,,,
SC9D!,LAMSAS,Male,73,White,At least some college or beyond,Unknown,33.32722,-80.14861,spider,,,,
SC9D!,LAMSAS,Male,73,White,At least some college or beyond,Unknown,33.32722,-80.14861,spider,,,,
SC10A,LAMSAS,Female,53,White,Between 1 and 8 years,Keeping house,33.19584,-80.01334,frying pan,,,,
SC10A,LAMSAS,Female,53,White,Between 1 and 8 years,Keeping house,33.19584,-80.01334,skillet,,,,
SC10A,LAMSAS,Female,53,White,Between 1 and 8 years,Keeping house,33.19584,-80.01334,spider,,,,
SC10A,LAMSAS,Female,53,White,Between 1 and 8 years,Keeping house,33.19584,-80.01334,skillets,,,,
SC10B!,LAMSAS,Male,85,White,At least some college or beyond,Professional or technical job,33.24445,-79.99167,frying pan,,,,
SC10B!,LAMSAS,Male,85,White,At least some college or beyond,Professional or technical job,33.24445,-79.99167,frying pan,,,,
SC10B!,LAMSAS,Male,85,White,At least some college or beyond,Professional or technical job,33.24445,-79.99167,spider,,,,
SC10B!,LAMSAS,Male,85,White,At least some college or beyond,Professional or technical job,33.24445,-79.99167,spider,,,,
SC10C!,LAMSAS,Female,64,White,At least some high school,Keeping house,33.0375,-79.61333,frying pan,,,,
SC10C!,LAMSAS,Female,64,White,At least some high school,Keeping house,33.0375,-79.61333,spider,,,,
SC10C!,LAMSAS,Female,64,White,At least some high school,Keeping house,33.0375,-79.61333,skillet,,,,
SC11N,LAMSAS,Male,58,Black or African American,Between 1 and 8 years,Craftsman or foreman,33.08805,-79.46139,frying pan,,,,
