Informant,Project,Sex,Age,Ethnicity ,Education level,Occupation,Latitude,Longitude,picket fence
NY7K!,LAMSAS,Male,60,White,At least some college or beyond,Professional or technical job,40.77472,-73.95695,picket fence
NY7L!,LAMSAS,Female,76,White,At least some high school,Professional or technical job,40.76111,-73.96778,picket fence
NY7M!,LAMSAS,Female,62,White,At least some high school,Keeping house,40.76389,-73.97833,palings
NY7M!,LAMSAS,Female,62,White,At least some high school,Keeping house,40.76389,-73.97833,picket fence
NY8,LAMSAS,Female,83,White,Between 1 and 8 years,Other (see notes),40.83972,-73.87805,picket fence
NY9A,LAMSAS,Female,75,White,Between 1 and 8 years,Other (see notes),41.07611,-73.85917,picket fence
NY9A,LAMSAS,Female,75,White,Between 1 and 8 years,Other (see notes),41.07611,-73.85917,paling fence
NY9B,LAMSAS,Male,77,White,At least some high school,Farmer,41.20417,-73.64417,picket fence
NY9C,LAMSAS,Female,55,White,At least some high school,Keeping house,41.26305,-73.61389,picket fence
NY10A,LAMSAS,Male,59,White,Unknown,Farmer,41.30194,-74.56194,picket fence
NY10B!,LAMSAS,Female,63,White,At least some high school,Keeping house,41.40194,-74.32472,picket fence
NY11,LAMSAS,Female,42,White,At least some college or beyond,Keeping house,41.33583,-73.87444,picket fence
NY12A,LAMSAS,Female,67,White,Between 1 and 8 years,Other (see notes),41.51917,-73.69611,picket fence
NY12A,LAMSAS,Female,67,White,Between 1 and 8 years,Other (see notes),41.51917,-73.69611,picket fence
NY12B,LAMSAS,Female,55,White,At least some college or beyond,Keeping house,41.70028,-73.66695,picket fence
NY12C!,LAMSAS,Female,65,White,At least some high school,"Manager, official, or proprietor",41.70028,-73.92139,picket fence
NY13A,LAMSAS,Male,81,White,At least some high school,Farmer,42.03861,-73.98695,picket fence
NY13B!,LAMSAS,Female,68,White,At least some high school,Other (see notes),41.92445,-74.06167,picket fence
NY14A,LAMSAS,Male,78,White,At least some high school,Farmer,41.84778,-74.54833,picket fence
NY14B,LAMSAS,Male,46,White,At least some high school,Farmer,41.65556,-74.68972,picket fence
NY15A,LAMSAS,Male,84,White,Between 1 and 8 years,Farmer,42.2625,-74.30139,picket fence
NY15B,LAMSAS,Male,49,White,At least some high school,Farmer,42.27028,-74.30334,picket fence
NY16A,LAMSAS,Male,66,White,At least some high school,Farmer,42.085,-73.8275,picket fence
NY16B,LAMSAS,Male,61,White,At least some high school,Farmer,42.25278,-73.79139,picket fence
NY17A,LAMSAS,Male,77,White,Between 1 and 8 years,Farmer,42.74944,-73.34055,picket fence
NY17A,LAMSAS,Male,77,White,Between 1 and 8 years,Farmer,42.74944,-73.34055,picket fence
NY17B,LAMSAS,Male,45,White,At least some high school,Farmer,42.5125,-73.70611,picket fence
NY18A,LAMSAS,Male,82,White,At least some high school,Farmer,42.61639,-74.075,picket fence
NY18B,LAMSAS,Male,49,White,Between 1 and 8 years,Operative,42.70055,-74.03416,picket fence
NY18C!,LAMSAS,Male,84,White,At least some high school,"Manager, official, or proprietor",42.6525,-73.75667,picket fence
NY19,LAMSAS,Male,52,White,At least some high school,Farmer,42.76194,-74.13416,picket fence
NY20A,LAMSAS,Male,77,White,Between 1 and 8 years,Farmer,42.53056,-74.25861,picket fence
NY20B,LAMSAS,Male,35,White,At least some college or beyond,Farmer,42.79583,-74.6175,picket fence
NY21,LAMSAS,Male,73,White,At least some high school,Farmer,42.85917,-74.74611,picket fence
NY22,LAMSAS,Male,51,White,At least some high school,Farmer,43.05278,-74.34417,picket fence
NY23A,LAMSAS,Male,84,White,Between 1 and 8 years,"Manager, official, or proprietor",43.24445,-73.83278,picket fence
NY23B,LAMSAS,Male,74,White,At least some high school,Farmer,43.13334,-73.60611,picket fence
NY23C,LAMSAS,Male,75,White,At least some high school,"Manager, official, or proprietor",43.1,-73.58222,picket fence
NY24A,LAMSAS,Male,74,White,At least some high school,Farmer,43.36361,-73.39417,picket fence
NY24B!,LAMSAS,Female,61,White,At least some high school,Other (see notes),43.26694,-73.585,picket fence
NY25A,LAMSAS,Male,75,White,Between 1 and 8 years,Farmer,43.61833,-73.96167,picket fence
NY25B,LAMSAS,Male,68,White,Between 1 and 8 years,Student,43.49667,-73.77666,picket fence
NY26A,LAMSAS,Male,82,White,No formal schooling,Craftsman or foreman,43.47083,-74.41306,picket fence
NY26B,LAMSAS,Female,77,White,Between 1 and 8 years,Keeping house,43.49722,-74.36222,picket fence
NY26C,LAMSAS,Male,54,White,At least some high school,"Manager, official, or proprietor",43.48889,-74.35555,picket fences
NY27A,LAMSAS,Male,74,White,Between 1 and 8 years,Laborer,43.84861,-73.42389,picket fence
NY27A,LAMSAS,Male,74,White,Between 1 and 8 years,Laborer,43.84861,-73.42389,picket fence
NY27B,LAMSAS,Female,82,White,At least some high school,"Manager, official, or proprietor",43.85556,-73.44028,picket fence
NY27C,LAMSAS,Male,72,White,Between 1 and 8 years,Farmer,43.83333,-73.42223,picket fence
NY28A,LAMSAS,Female,54,White,Between 1 and 8 years,Keeping house,44.69944,-73.45333,NR
,LAMSAS,Female,87,White,At least some college or beyond,Keeping house,44.88972,-73.43639,NR
,LAMSAS,Female,85,White,Unknown,Keeping house,44.98639,-73.44695,NR
NY29A,LAMSAS,Male,84,White,Between 1 and 8 years,Farmer,44.85778,-74.03389,picket fence
NY29B,LAMSAS,Male,67,White,Between 1 and 8 years,Operative,44.84861,-74.29528,picket fence
NY29C,LAMSAS,Male,70,White,At least some high school,"Manager, official, or proprietor",44.84167,-74.29166,picket fence
NY30A,LAMSAS,Male,82,White,Between 1 and 8 years,Farmer,44.51056,-74.88805,picket fence
NY30B,LAMSAS,Male,87,White,Between 1 and 8 years,Craftsman or foreman,44.70555,-74.71528,picket fence
NY30C,LAMSAS,Male,85,White,Between 1 and 8 years,Farmer,44.69028,-74.70361,picket fence
NY30D,LAMSAS,Male,77,White,Between 1 and 8 years,Farmer,44.7,-74.70834,picket fence
NY30E,LAMSAS,Female,75,White,At least some high school,Keeping house,44.69083,-74.68195,picket fence
NY31A,LAMSAS,Male,94,White,At least some high school,"Manager, official, or proprietor",44.11444,-75.97417,picket fence
NY31A,LAMSAS,Male,94,White,At least some high school,"Manager, official, or proprietor",44.11444,-75.97417,picket fence
NY31A,LAMSAS,Male,94,White,At least some high school,"Manager, official, or proprietor",44.11444,-75.97417,yard fence
NY31B,LAMSAS,Male,76,White,Between 1 and 8 years,Farmer,44.21528,-75.7975,picket fence
NY31B,LAMSAS,Male,76,White,Between 1 and 8 years,Farmer,44.21528,-75.7975,board fence
NY32A,LAMSAS,Male,77,White,Between 1 and 8 years,Farmer,43.56667,-75.42889,picket fence
NY32A,LAMSAS,Male,77,White,Between 1 and 8 years,Farmer,43.56667,-75.42889,board fence
NY32B,LAMSAS,Male,71,White,Between 1 and 8 years,Farmer,43.83778,-75.44055,picket fence
NY32B,LAMSAS,Male,71,White,Between 1 and 8 years,Farmer,43.83778,-75.44055,cedar stakes
NY32B,LAMSAS,Male,71,White,Between 1 and 8 years,Farmer,43.83778,-75.44055,board fence
NY33A,LAMSAS,Male,52,White,Between 1 and 8 years,Public Servant,43.71,-74.97472,picket fence
NY33B,LAMSAS,Male,50,White,At least some high school,Professional or technical job,43.70778,-74.97722,picket fences
NY33C,LAMSAS,Male,57,White,At least some high school,"Manager, official, or proprietor",43.81833,-74.91556,picket fence
NY34A,LAMSAS,Male,85,White,At least some college or beyond,Farmer,43.43528,-76.56416,picket fence
NY34A,LAMSAS,Male,85,White,At least some college or beyond,Farmer,43.43528,-76.56416,line fences
NY34B,LAMSAS,Female,65,White,Between 1 and 8 years,Operative,43.45528,-76.51083,picket fences
NY34B,LAMSAS,Female,65,White,Between 1 and 8 years,Operative,43.45528,-76.51083,board fences
NY34B,LAMSAS,Female,65,White,Between 1 and 8 years,Operative,43.45528,-76.51083,line fences
NY34C,LAMSAS,Male,81,White,At least some college or beyond,Professional or technical job,43.56694,-76.12805,picket fences
NY34C,LAMSAS,Male,81,White,At least some college or beyond,Professional or technical job,43.56694,-76.12805,line fences
NY34C,LAMSAS,Male,81,White,At least some college or beyond,Professional or technical job,43.56694,-76.12805,village
NY34D!,LAMSAS,Male,81,White,At least some high school,"Manager, official, or proprietor",43.44361,-76.51945,picket fence
NY35A,LAMSAS,Male,78,White,Between 1 and 8 years,Farmer,43.03444,-76.44833,picket fence
NY35B,LAMSAS,Female,45,White,At least some high school,Keeping house,42.97805,-75.93333,picket fence
NY35C!,LAMSAS,Male,62,White,At least some high school,"Manager, official, or proprietor",43.04805,-76.14778,picket fence
NY36A,LAMSAS,Male,78,White,At least some high school,Farmer,42.93,-75.85306,picket fence
NY36B,LAMSAS,Male,52,White,At least some high school,Farmer,42.96722,-75.68833,picket fence
NY37A,LAMSAS,Female,80,White,At least some high school,Keeping house,43.30333,-75.51833,picket fence
NY37B,LAMSAS,Male,42,White,At least some high school,Private household worker or gardener,43.13667,-75.25945,picket fence
NY37C!,LAMSAS,Female,52,White,At least some high school,Keeping house,43.10083,-75.23306,picket fence
NY38A,LAMSAS,Male,81,White,At least some high school,Farmer,42.9325,-75.0375,picket fence
NY38B,LAMSAS,Male,54,White,At least some high school,Farmer,43.015,-75.03584,picket fence
NY38C,LAMSAS,Female,,White,Unknown,Unknown,42.96139,-74.90361,picket fence
NY39A,LAMSAS,Male,79,White,At least some high school,Farmer,42.59139,-74.75083,picket fence
NY39B,LAMSAS,Male,43,White,At least some high school,Farmer,42.78028,-75.02834,picket fence
NY40A,LAMSAS,Male,79,White,At least some high school,Farmer,42.26194,-74.785,picket fence
NY40B,LAMSAS,Male,51,White,At least some high school,"Manager, official, or proprietor",42.16945,-75.12972,picket fence
NY41,LAMSAS,Male,47,White,At least some high school,Farmer,42.61694,-75.60278,picket fence
NY42A,LAMSAS,Male,63,White,At least some high school,Farmer,42.42916,-76.49528,picket fence
NY42B,LAMSAS,Male,45,White,At least some high school,Farmer,42.66611,-76.10194,picket fence
NY43A,LAMSAS,Male,80,White,Unknown,Farmer,42.32889,-75.96806,picket fence
NY43B,LAMSAS,Male,41,White,At least some high school,Farmer,42.35833,-76.06194,picket fence
NY43C!,LAMSAS,Female,47,White,At least some high school,Keeping house,42.09861,-75.91833,picket fence
NY44A,LAMSAS,Male,78,White,At least some high school,Farmer,42.05806,-76.33611,picket fence
NY44B,LAMSAS,Male,38,White,At least some high school,Farmer,42.14139,-76.43945,picket fence
NY45A,LAMSAS,Male,72,White,Between 1 and 8 years,Private household worker or gardener,42.10833,-76.83334,picket fence
NY45B,LAMSAS,Male,75,White,Between 1 and 8 years,Clerical or sales position,42.20333,-76.88805,picket fence
NY45C,LAMSAS,Male,70,White,Between 1 and 8 years,Farmer,42.13722,-76.93723,picket fence
NY45D!,LAMSAS,Female,72,White,At least some college or beyond,Other (see notes),42.08972,-76.80805,picket fence
NY46A,LAMSAS,Male,82,White,Between 1 and 8 years,Craftsman or foreman,42.30556,-77.04945,picket fence
NY46B,LAMSAS,Male,72,White,Between 1 and 8 years,Farmer,42.43028,-76.93305,picket fence
NY46C,LAMSAS,Female,73,White,Between 1 and 8 years,Keeping house,42.34861,-76.95667,NR
NY47A,LAMSAS,Male,57,White,Between 1 and 8 years,Farmer,42.36195,-76.59111,picket fence
NY47B,LAMSAS,Male,40,White,At least some college or beyond,Farmer,42.49083,-76.2975,picket fence
NY48A,LAMSAS,Male,78,White,Between 1 and 8 years,Public Servant,43.16806,-76.57333,picket fence
NY48B,LAMSAS,Male,76,White,Between 1 and 8 years,Farmer,43.16555,-76.53722,picket fence
NY48C,LAMSAS,Male,63,White,At least some high school,Farmer,43.22139,-76.55666,picket fence
NY48C,LAMSAS,Male,63,White,At least some high school,Farmer,43.22139,-76.55666,door yard
NY48D,LAMSAS,Female,60,White,Between 1 and 8 years,Keeping house,43.19722,-76.65472,picket fence
NY49A,LAMSAS,Male,87,White,Between 1 and 8 years,Farmer,42.75222,-76.83389,picket fence
NY49B,LAMSAS,Male,44,White,Unknown,Unknown,42.81417,-76.80945,picket fence
NY49C,LAMSAS,Male,80,White,Between 1 and 8 years,Craftsman or foreman,42.90472,-76.86305,picket fence
NY49D,LAMSAS,Female,50,White,Unknown,Clerical or sales position,42.91056,-76.79694,potato patch
NY50A,LAMSAS,Female,92,White,At least some high school,Operative,43.23778,-77.06167,picket fence
NY50B,LAMSAS,Male,75,White,At least some high school,Professional or technical job,43.23056,-77.04444,board fences
NY50B,LAMSAS,Male,75,White,At least some high school,Professional or technical job,43.23056,-77.04444,picket fences
NY51A,LAMSAS,Male,80,White,Between 1 and 8 years,Farmer,42.80972,-77.53472,pickets
NY51A,LAMSAS,Male,80,White,Between 1 and 8 years,Farmer,42.80972,-77.53472,picket fence
NY51B,LAMSAS,Male,87,White,At least some high school,Farmer,42.86889,-76.97806,picket fence
NY51C,LAMSAS,Male,75,White,Between 1 and 8 years,Farmer,42.61528,-77.40278,picket fence
NY51D,LAMSAS,Female,70,White,At least some high school,Keeping house,42.60695,-77.40833,white picket fence
NY51E!,LAMSAS,Male,89,White,At least some high school,"Manager, official, or proprietor",42.87778,-76.99028,picket fences
NY52A,LAMSAS,Female,49,White,At least some high school,Keeping house,42.61167,-77.29222,picket fence
NY52B,LAMSAS,Female,77,White,At least some college or beyond,Keeping house,42.66083,-77.05417,pickets
NY52B,LAMSAS,Female,77,White,At least some college or beyond,Keeping house,42.66083,-77.05417,picket fence
NY52C,LAMSAS,Female,47,White,At least some high school,"Manager, official, or proprietor",42.63889,-76.98333,picket fence
NY53A,LAMSAS,Male,85,White,Between 1 and 8 years,Farmer,42.30305,-77.35694,picket fence
NY53B!,LAMSAS,Female,80,White,At least some college or beyond,"Manager, official, or proprietor",42.33694,-77.31805,picket fence
NY54A,LAMSAS,Male,74,White,Between 1 and 8 years,Farmer,42.27028,-77.60611,picket fence
NY54B,LAMSAS,Male,50,White,At least some high school,Public Servant,42.32778,-77.66139,NR
NY55A,LAMSAS,Male,84,White,At least some high school,Farmer,42.39222,-78.25389,picket fence
NY55B,LAMSAS,Female,85,White,At least some high school,Keeping house,42.35917,-78.30917,picket fence
NY56A,LAMSAS,Male,77,White,Between 1 and 8 years,Public Servant,42.53389,-78.42333,picket fence
NY56B,LAMSAS,Male,84,White,At least some high school,Professional or technical job,42.52361,-78.41666,picket fences
NY57A,LAMSAS,Male,73,White,At least some high school,Farmer,42.82139,-77.66889,picket fence
NY57B,LAMSAS,Female,79,White,At least some college or beyond,Keeping house,42.81667,-77.65694,picket fence
NY57C!,LAMSAS,Female,83,White,At least some college or beyond,Teacher,42.90472,-77.61166,picket fence
NY58A,LAMSAS,Male,72,White,At least some high school,Craftsman or foreman,43.1475,-77.55083,picket fence
NY58B,LAMSAS,Male,81,White,Unknown,Unknown,43.09056,-77.51527,picket fences
NY58C,LAMSAS,Male,63,White,At least some college or beyond,"Manager, official, or proprietor",43.15472,-77.61584,picket fence
NY58D!,LAMSAS,Female,60,White,At least some high school,Keeping house,43.05944,-77.47444,picket fence
NY58E!,LAMSAS,Female,65,White,At least some college or beyond,"Manager, official, or proprietor",43.20833,-77.58334,picket fence
NY58F!,LAMSAS,Female,62,White,At least some college or beyond,Keeping house,43.16667,-77.65,picket fences
NY59A,LAMSAS,Male,71,White,At least some high school,Farmer,43.08528,-77.9425,picket fence
NY59B,LAMSAS,Male,44,White,At least some college or beyond,Farmer,42.90389,-78.13361,picket fence
NY60A,LAMSAS,Male,87,White,Between 1 and 8 years,Farmer,43.32667,-78.38917,picket fence
NY60B!,LAMSAS,Male,74,White,At least some college or beyond,Public Servant,43.24639,-78.19389,picket fence
NY61A,LAMSAS,Male,82,White,Between 1 and 8 years,Farmer,43.33333,-78.7125,picket fence
NY61B,LAMSAS,Male,77,White,At least some high school,Craftsman or foreman,43.33778,-78.715,picket fence
NY62A,LAMSAS,Male,89,White,At least some high school,Farmer,42.97667,-78.59222,picket fence
NY62B,LAMSAS,Male,85,White,Between 1 and 8 years,Farmer,42.65222,-78.89722,picket fence
NY62C,LAMSAS,Male,85,White,Between 1 and 8 years,Professional or technical job,42.88639,-78.87861,picket fence
NY62D!,LAMSAS,Female,73,White,At least some high school,Keeping house,42.7675,-78.74416,picket fence
NY63A,LAMSAS,Male,70,White,At least some high school,Farmer,42.20083,-78.60833,picket fence
NY63B,LAMSAS,Male,83,White,At least some high school,Professional or technical job,42.16195,-78.97556,picket fence
NY63B,LAMSAS,Male,83,White,At least some high school,Professional or technical job,42.16195,-78.97556,board fences
NY63C,LAMSAS,Male,47,White,At least some high school,Farmer,42.215,-78.75389,picket fence
NY63D!,LAMSAS,Male,72,White,At least some college or beyond,Professional or technical job,42.15778,-78.71528,wood fence
NY63D!,LAMSAS,Male,72,White,At least some college or beyond,Professional or technical job,42.15778,-78.71528,picket fence
NY63D!,LAMSAS,Male,72,White,At least some college or beyond,Professional or technical job,42.15778,-78.71528,plain boards
